J4_KK5,J1_KK2,MKK,MKK_P,MKK_TOT
30.25,60.0,224.66727145648437,38.27169361218267,300.0
30.64,60.0,224.61813570875626,38.07881679242298,300.0
31.03,60.0,224.5619742837701,37.89156681938729,299.99999999999994
31.42,60.0,224.49903395747924,37.70972485001784,300.0
31.810000000000002,60.0,224.42955116915192,37.53308219007746,300.0
32.2,60.0,224.35375254903914,37.361439741405434,300.0
32.59,60.0,224.2718554074972,37.194607488764,300.0
32.980000000000004,60.0,224.18406819593116,37.03240401645424,300.0
33.370000000000005,60.0,224.0905909466899,36.8746560527736,300.0
33.76,60.0,223.99161566952043,36.72119804888142,300.0
34.15,60.0,223.88732674775176,36.57187177482694,300.0
34.54,60.0,223.7779012929851,36.42652594570343,300.0
34.93,60.0,223.6635094808561,36.28501587152495,300.0
35.32,60.0,223.544314880254,36.147203120381825,300.0
35.71,60.0,223.42047475254282,36.01295520733722,300.0
36.1,60.0,223.2921403413772,35.882145298003856,300.0
36.49,60.0,223.15945713442193,35.754651934333125,300.0
36.88,60.0,223.0225651344279,35.63035876511081,300.0
37.27,60.0,222.8815990868275,35.509154305477246,300.0
37.660000000000004,60.0,222.7366887204171,35.39093169745495,300.0
38.050000000000004,60.0,222.5879589620301,35.27558849067797,300.0
38.44,60.0,222.43553014482853,35.16302643268353,300.0
38.83,60.0,222.2795182024768,35.053151271488495,300.0
39.22,60.0,222.1200348560211,34.94587256870165,300.0
39.61,60.0,221.95718779864808,34.841103518924854,300.0
40.0,60.0,221.79108085585642,34.738760785669704,300.0
,,,,
1.0,70.0,105.21600459180797,168.47589624398105,300.0
1.3900000000000001,70.0,111.51171625270221,161.91654121644623,300.0
1.78,70.0,117.6741775138972,155.4875563462653,300.0
2.17,70.0,123.63275086713557,149.25978642733676,300.0
2.56,70.0,129.33201078584906,143.2886953703279,300.0
2.95,70.0,134.73294048756492,137.61319861253514,300.0
3.34,70.0,139.8120395651088,132.25659261572457,300.0
3.73,70.0,144.55910278934496,127.2288130296368,300.0
4.12,70.0,148.9744268504407,122.52925974187444,300.0
4.51,70.0,153.06601197742432,118.14961984603731,300.0
4.9,70.0,156.84709133020797,114.0763556658959,300.0
5.29,70.0,160.3341272689553,110.29271982347674,300.0
5.68,70.0,163.54528682458547,106.78028645042073,300.0
6.07,70.0,166.4993419842454,103.52005427201239,300.0
6.46,70.0,169.21491530747022,100.49320214140529,300.0
6.8500000000000005,70.0,171.70999021894184,97.68157849140123,300.0
7.24,70.0,174.00161540725966,95.0679958423372,300.0
7.63,70.0,176.10574647454683,92.63638759858169,300.0
8.02,70.0,178.0371814040206,90.37187080631486,300.0
8.41,70.0,179.80955789272736,88.26074697099057,300.0
8.8,70.0,181.43538971494058,86.29046385282116,300.0
9.19,70.0,182.92612619355364,84.4495542077744,300.0
9.58,70.0,184.29222393044003,82.72756234436,300.0
9.97,70.0,185.54322358354474,81.11496571612199,300.0
10.36,70.0,186.68782703641628,79.60309620461639,300.0
10.75,70.0,187.73397207539568,78.18406397476464,300.0
11.14,70.0,188.68890289434088,76.85068557869616,300.0
11.530000000000001,70.0,189.55923555266017,75.59641717834964,300.0
11.92,70.0,190.35101804044692,74.41529322970958,300.0
12.31,70.0,191.06978494088997,73.30187063595756,300.0
12.700000000000001,70.0,191.72060688599942,72.25117817171031,300.0
13.09,70.0,192.30813511965414,71.25867086316265,300.0
13.48,70.0,192.8366415416556,70.32018894968424,300.0
13.870000000000001,70.0,193.31005462836018,69.431921030781,300.0
14.26,70.0,193.73199162338074,68.59037100447019,300.0
14.65,70.0,194.10578737532504,67.7923284195716,300.0
15.040000000000001,70.0,194.43452017483958,67.03484188893292,300.0
15.43,70.0,194.7210349146138,66.31519523899316,300.0
15.82,70.0,194.96796386602009,65.63088610076525,300.0
16.21,70.0,195.1777453365477,64.97960667653739,300.0
16.6,70.0,195.35264044410647,64.35922644439117,300.0
16.990000000000002,70.0,195.49474821816975,63.76777658847153,300.0
17.38,70.0,195.6060192138133,63.20343596659773,300.0
17.77,70.0,195.68826780323226,62.66451844811541,300.0
18.16,70.0,195.74318328996682,62.149461474058235,300.0
18.55,70.0,195.77233997398318,61.65681570869155,300.0
18.94,70.0,195.77720628055258,61.185235666631016,300.0
19.330000000000002,70.0,195.75915305253346,60.733471213056596,300.0
19.72,70.0,195.7194610939185,60.30035984630093,300.0
20.11,70.0,195.65932804219946,59.88481968244223,300.0
20.5,70.0,195.57987463809073,59.48584307062713,300.0
20.89,70.0,195.48215045325355,59.102490775844316,300.0
21.28,70.0,195.36713912972755,58.73388667291507,300.0
21.67,70.0,195.23576317876746,58.37921290162479,300.0
22.060000000000002,70.0,195.0888883814213,58.03770543839283,300.0
22.45,70.0,194.92732782860992,57.708650044637245,300.0
22.84,70.0,194.75184563430187,57.39137855625888,300.0
23.23,70.0,194.56316035189528,57.08526548235441,300.0
23.62,70.0,194.36194812066427,56.78972488461591,300.0
24.01,70.0,194.14884553972175,56.504207659162006,300.0
24.400000000000002,70.0,193.92445246117882,56.2281983039463,300.0
24.79,70.0,193.68933426357495,55.96121341285358,300.0
25.18,70.0,193.44402430558574,55.702798814389965,300.0
25.57,70.0,193.18902595210605,55.45252769488028,300.0
25.96,70.0,192.9248145760192,55.20999868768904,300.0
26.35,70.0,192.65183935705912,54.97483412996592,300.0
26.740000000000002,70.0,192.37052493676768,54.746678462200826,300.0
27.130000000000003,70.0,192.08127303073346,54.525196714685706,300.0
27.52,70.0,191.7844638165263,54.310073156113006,300.0
27.91,70.0,191.48045733893662,54.10100999270993,300.0
28.3,70.0,191.16959470641598,53.89772621162578,300.0
28.69,70.0,190.85219929066676,53.699956473145036,300.0
29.080000000000002,70.0,190.52857779837439,53.5074501013182,300.0
29.470000000000002,70.0,190.19902128082913,53.319970144959946,300.0
29.86,70.0,189.86380606531733,53.13729250789554,300.0
30.25,70.0,189.52319464044203,52.95920513648976,300.0
30.64,70.0,189.17743647800535,52.78550726505015,300.0
31.03,70.0,188.82676878650753,52.61600872017973,300.0
31.42,70.0,188.47141722116416,52.450529271012755,300.0
31.810000000000002,70.0,188.1115965575627,52.28889802089774,300.0
32.2,70.0,187.74751132758664,52.13095283757173,300.0
32.59,70.0,187.3793563605137,51.97653984399092,300.0
32.980000000000004,70.0,187.00731737249166,51.82551291090929,300.0
33.370000000000005,70.0,186.63157145133022,51.67773320947477,300.0
33.76,70.0,186.25228753322477,51.53306878527231,300.0
34.15,70.0,185.86962687638055,51.39139415010033,300.0
34.54,70.0,185.48374344696018,51.2525899224637,300.0
34.93,70.0,185.0947843346465,51.116542471574704,300.0
35.32,70.0,184.7028901176489,50.98314359367302,300.0
35.71,70.0,184.30819520500052,50.852290209260346,300.0
36.1,70.0,183.9108281744472,50.72388407382982,300.0
36.49,70.0,183.5109120550131,50.59783151899112,300.0
36.88,70.0,183.10856464876088,50.47404319064612,300.0
37.27,70.0,182.7038987754137,50.352433823384445,300.0
37.660000000000004,70.0,182.2970225262363,50.232922020624144,300.0
38.050000000000004,70.0,181.88803953485103,50.1154300375711,300.0
38.44,70.0,181.47704916928296,49.99988359880048,300.0
38.83,70.0,181.06414675789668,49.88621171145046,300.0
39.22,70.0,180.6494237935134,49.7743464931361,300.0
39.61,70.0,180.23296811507217,49.66422301307164,300.0
40.0,70.0,179.81486409782033,49.55577913695976,300.0
,,,,
1.0,80.0,100.28095968927768,168.3122015976824,300.0
1.3900000000000001,80.0,104.8886188922962,163.01136135219124,300.0
1.78,80.0,109.25585965736799,157.92806621488495,300.0
2.17,80.0,113.35326346833524,153.09277906086328,300.0
2.56,80.0,117.1628084939837,148.52444497036458,300.0
2.95,80.0,120.67649929852726,144.23188383644396,300.0
3.34,80.0,123.8945514159087,140.21563618105546,300.0
3.73,80.0,126.82348045080944,136.46990449279144,300.0
4.12,80.0,129.47432691121173,132.98435402567512,300.0
4.51,80.0,131.86113799534073,129.74564972145902,300.0
4.9,80.0,133.9997461273573,126.73868925163538,300.0
5.29,80.0,135.90683357656715,123.94754372234888,300.0
5.68,80.0,137.59924688711519,121.35614366116084,300.0
6.07,80.0,139.09351590895363,118.94875691290277,300.0
6.46,80.0,140.4055329058356,116.71030424497617,300.0
6.8500000000000005,80.0,141.55035254288828,114.6265529017783,300.0
7.24,80.0,142.54208046659318,112.68422118616145,300.0
7.63,80.0,143.39382503031297,110.87102007473736,300.0
8.02,80.0,144.11769273302227,109.17565166544391,300.0
8.41,80.0,144.7248128874841,107.58777915483745,300.0
8.8,80.0,145.22538093623132,106.09797902637777,300.0
9.19,80.0,145.62871282333802,104.69768306030726,300.0
9.58,80.0,145.9433050734452,103.3791154780703,300.0
9.97,80.0,146.17689688624216,102.13522884400012,300.0
10.36,80.0,146.336531761777,100.95964112148562,300.0
10.75,80.0,146.428617041918,99.8465754037345,300.0
11.14,80.0,146.4589803728828,98.7908032200186,300.0
11.530000000000001,80.0,146.43292252875625,97.78759188806842,300.0
11.92,80.0,146.35526633804724,96.83265608928605,300.0
12.31,80.0,146.230401659733,95.9221136480977,300.0
12.700000000000001,80.0,146.06232649066024,95.05244537101142,300.0
13.09,80.0,145.8546843722124,94.22045872445452,300.0
13.48,80.0,145.6107983148451,93.42325508834176,300.0
13.870000000000001,80.0,145.333701486086,92.65820030346713,300.0
14.26,80.0,145.02616491744834,91.92289822784285,300.0
14.65,80.0,144.690722484695,91.21516702425299,300.0
15.040000000000001,80.0,144.32969340743327,90.53301791487013,300.0
15.43,80.0,143.94520250118123,89.87463615596371,300.0
15.82,80.0,143.53919839963928,89.23836400472184,300.0
16.21,80.0,143.11346994842114,88.62268546968862,300.0
16.6,80.0,142.6696609543725,88.0262126556454,300.0
16.990000000000002,80.0,142.20928345851297,87.44767353201948,300.0
17.38,80.0,141.73372968444954,86.8859009713382,300.0
17.77,80.0,141.24428279950536,86.33982292015305,300.0
18.16,80.0,140.74212661204567,85.80845357951935,300.0
18.55,80.0,140.22835431572048,85.29088548545656,300.0
18.94,80.0,139.7039763799172,84.78628239179483,300.0
19.330000000000002,80.0,139.16992767530093,84.29387286859233,300.0
19.72,80.0,138.6270739137708,83.812944538995,300.0
20.11,80.0,138.0762174737669,83.34283888600132,300.0
20.5,80.0,137.51810267431074,82.88294656823855,300.0
20.89,80.0,136.9534205542275,82.43270319071378,300.0
21.28,80.0,136.38281320704832,81.99158548250463,300.0
21.67,80.0,135.80687771662681,81.55910783872736,300.0
22.060000000000002,80.0,135.22616973365737,81.13481918887096,300.0
22.45,80.0,134.6412067290352,80.71830015777066,300.0
22.84,80.0,134.05247095613106,80.30916048922938,300.0
23.23,80.0,133.46041215067885,79.90703670557619,300.0
23.62,80.0,132.8654499697202,79.51159022247748,300.0
24.01,80.0,132.26797634100168,79.1225044202303,300.0
24.400000000000002,80.0,131.66835736678914,78.73948439422264,300.0
24.79,80.0,131.0669353003423,78.36225431676372,300.0
25.18,80.0,130.46403025923672,77.9905562250949,300.0
25.57,80.0,129.85994179582244,77.624148678573,300.0
25.96,80.0,129.25495034871005,77.26280553211741,300.0
26.35,80.0,128.6493185594555,76.9063148113274,300.0
26.740000000000002,80.0,128.0432925339762,76.55447767383187,300.0
27.130000000000003,80.0,127.43710292033589,76.20710747235546,300.0
27.52,80.0,126.8309659835323,75.86402887788715,300.0
27.91,80.0,126.22508455985916,75.52507708128448,300.0
28.3,80.0,125.6196489160946,75.19009706257101,300.0
28.69,80.0,125.01483758181539,74.85894291161958,300.0
29.080000000000002,80.0,124.4108181053016,74.53147720207623,300.0
29.470000000000002,80.0,123.80774773969894,74.20757041966809,300.0
29.86,80.0,123.20577410528286,73.88710042706764,300.0
30.25,80.0,122.60503577240712,73.56995197624103,300.0
30.64,80.0,122.0056628201217,73.25601625298083,300.0
31.03,80.0,121.4077773663892,72.94519045612894,300.0
31.42,80.0,120.81149402370868,72.63737741073439,300.0
31.810000000000002,80.0,120.21692036924559,72.33248520405687,300.0
32.2,80.0,119.62415733910716,72.03042685376477,300.0
32.59,80.0,119.0332996268307,71.73111999576341,300.0
32.980000000000004,80.0,118.44443603748228,71.43448659732312,300.0
33.370000000000005,80.0,117.85764983854729,71.14045268456073,300.0
33.76,80.0,117.27301904480125,70.84894809926777,300.0
34.15,80.0,116.69061674659324,70.55990626015539,300.0
34.54,80.0,116.11051135136185,70.27326395107463,300.0
34.93,80.0,115.5327668673415,69.98896111657162,300.0
35.32,80.0,114.95744312649066,69.7069406743316,300.0
35.71,80.0,114.38459602142991,69.42714833915979,300.0
36.1,80.0,113.8142777036426,69.14953246008527,300.0
36.49,80.0,113.24653679534804,68.87404386496503,300.0
36.88,80.0,112.68141856749395,68.60063571892981,300.0
37.27,80.0,112.11896512108372,68.32926338831993,300.0
37.660000000000004,80.0,111.55921554733452,68.05988431620275,300.0
38.050000000000004,80.0,111.002206078899,67.79245790537132,300.0
38.44,80.0,110.44797024864509,67.52694540568426,300.0
38.83,80.0,109.89653901532166,67.26330981239312,300.0
39.22,80.0,109.3479408986767,67.00151576898283,300.0
39.61,80.0,108.80220209842673,66.74152947553857,300.0
40.0,80.0,108.25934661895943,66.4833186029884,300.0
,,,,
1.0,90.0,87.0539977343193,161.08294549677794,300.0
1.3900000000000001,90.0,88.17413591565203,157.22779673259635,300.0
1.78,90.0,89.00233889038228,153.6375271526147,300.0
2.17,90.0,89.58077435971774,150.28859790024316,300.0
2.56,90.0,89.94829974244391,147.15738694150784,300.0
2.95,90.0,90.13935954163223,144.2215837880537,300.0
3.34,90.0,90.18372034841978,141.46086043502547,300.0
3.73,90.0,90.1066815956372,138.85709212995883,300.0
4.12,90.0,89.92951720506579,136.39432319792692,300.0
4.51,90.0,89.66999855899122,134.0586042747224,300.0
4.9,90.0,89.34291571016686,131.8377768335286,300.0
5.29,90.0,88.96055584028166,129.72124747624844,300.0
5.68,90.0,88.53312269464767,127.69977380363504,300.0
6.07,90.0,88.06909420122064,125.7652715912103,300.0
6.46,90.0,87.5755221730336,123.91064629659228,300.0
6.8500000000000005,90.0,87.0582808065103,122.1296484477575,300.0
7.24,90.0,86.52227141478058,120.41675084097356,300.0
7.63,90.0,85.97159051995156,118.76704487730287,300.0
8.02,90.0,85.40966766161995,117.17615330166676,300.0
8.41,90.0,84.83937837253504,115.64015679952678,300.0
8.8,90.0,84.26313688375996,114.15553220133569,300.0
9.19,90.0,83.68297232173228,112.71910036406014,300.0
9.58,90.0,83.10059146981857,111.32798210207248,300.0
9.97,90.0,82.51743059063513,109.9795608107297,300.0
10.36,90.0,81.93469833017865,108.6714506590598,300.0
10.75,90.0,81.35341133806428,107.40146942449259,300.0
11.14,90.0,80.77442392544953,106.16761520599265,300.0
11.530000000000001,90.0,80.19845282995583,104.96804638654373,300.0
11.92,90.0,79.62609795435414,103.80106432645152,300.0
12.31,90.0,79.05785978277834,102.66509835924073,300.0
12.700000000000001,90.0,78.49415404726467,101.55869273575951,300.0
13.09,90.0,77.93532411203019,100.48049522244929,300.0
13.48,90.0,77.38165145787441,99.42924710909064,300.0
13.870000000000001,90.0,76.83336458044538,98.40377442178915,300.0
14.26,90.0,76.29064656052957,97.40298017018631,300.0
14.65,90.0,75.75364141048489,96.42583755536742,300.0
15.040000000000001,90.0,75.22246004194818,95.4713835837881,300.0
15.43,90.0,74.69718429060967,94.5387141033629,300.0
15.82,90.0,74.1778714456447,93.62697863120209,300.0
16.21,90.0,73.66455762717604,92.73537610552313,300.0
16.6,90.0,73.1572607744439,91.86315098545708,300.0
16.990000000000002,90.0,72.65598321398245,91.0095897356706,300.0
17.38,90.0,72.16071395506209,90.17401768237784,300.0
17.77,90.0,71.67143055737327,89.35579612592937,300.0
18.16,90.0,71.18810084457007,88.55431975952284,300.0
18.55,90.0,70.71068435083845,87.76901430750412,300.0
18.94,90.0,70.23913356521928,86.99933437252712,300.0
19.330000000000002,90.0,69.77339505665488,86.24476148842749,300.0
19.72,90.0,69.31341039533329,85.5048023170073,300.0
20.11,90.0,68.85911700780478,84.77898701916388,300.0
20.5,90.0,68.41044887749214,84.06686774322759,300.0
20.89,90.0,67.96733718383585,83.36801724717041,300.0
21.28,90.0,67.5297108484819,82.68202762601305,300.0
21.67,90.0,67.09749700549858,82.00850913794943,300.0
22.060000000000002,90.0,66.6706214186912,81.3470891216252,300.0
22.45,90.0,66.24900884985887,80.69741099973614,300.0
22.84,90.0,65.83258335799579,80.05913334519448,300.0
23.23,90.0,65.42126858341673,79.43192902751348,300.0
23.62,90.0,65.01498797998003,78.81548441259824,300.0
24.01,90.0,64.6136650189284,78.209498621532,300.0
24.400000000000002,90.0,64.21722336958145,77.61368284143435,300.0
24.79,90.0,63.82558704481647,77.0277596794877,300.0
25.18,90.0,63.43868054599992,76.45146256895748,300.0
25.57,90.0,63.0564289626579,75.88453520329847,300.0
25.96,90.0,62.678758075656894,75.32673101542466,300.0
26.35,90.0,62.30559443645627,74.7778126868927,300.0
26.740000000000002,90.0,61.936865439811776,74.2375516899534,300.0
27.130000000000003,90.0,61.57249937649514,73.7057278553771,300.0
27.52,90.0,61.212425486304255,73.18212897063889,300.0
27.91,90.0,60.856573995361195,72.66655039943547,300.0
28.3,90.0,60.50487614734134,72.1587947247754,300.0
28.69,90.0,60.15726422856113,71.6586714135531,300.0
29.080000000000002,90.0,59.8136715898271,71.16599650138303,300.0
29.470000000000002,90.0,59.474032659046046,70.68059229422964,300.0
29.86,90.0,59.138282949871005,70.20228708680847,300.0
30.25,90.0,58.80635906898044,69.73091489811667,300.0
30.64,90.0,58.47819871566235,69.26631522021448,300.0
31.03,90.0,58.153740686892,68.80833278304277,300.0
31.42,90.0,57.832924867051254,68.35681732863503,300.0
31.810000000000002,90.0,57.515692226877064,67.91162339955196,300.0
32.2,90.0,57.20198481425297,67.47261013883644,300.0
32.59,90.0,56.89174574452103,67.03964109880027,300.0
32.980000000000004,90.0,56.58491919163835,66.61258406085751,300.0
33.370000000000005,90.0,56.28145037386471,66.19131086428119,300.0
33.76,90.0,55.98128554405604,65.77569724387767,300.0
34.15,90.0,55.68437197045415,65.36562267382656,300.0
34.54,90.0,55.390657928424254,64.96097022349734,300.0
34.93,90.0,55.10009268068439,64.56162641520626,300.0
35.32,90.0,54.8126264619967,64.16748109205233,300.0
35.71,90.0,54.52821046632525,63.77842729251102,300.0
36.1,90.0,54.24679682628841,63.394361127826656,300.0
36.49,90.0,53.96833860044554,63.01518166890426,300.0
36.88,90.0,53.692789753026254,62.64079083528059,300.0
37.27,90.0,53.42010513915325,62.27109329129071,300.0
37.660000000000004,90.0,53.15024048727423,61.905996345930646,300.0
38.050000000000004,90.0,52.88315238441574,61.545409858709675,300.0
38.44,90.0,52.618798254958335,61.189246146415464,300.0
38.83,90.0,52.357136348309105,60.8374198978306,300.0
39.22,90.0,52.098125719209186,60.489848090018164,300.0
39.61,90.0,51.841726214354196,60.14644990902885,300.0
40.0,90.0,51.58789845319634,59.80714667309278,300.0
,,,,
1.0,100.0,48.63976110910278,101.58417135861933,300.0
1.3900000000000001,100.0,48.20970582718917,99.81693601584952,300.0
1.78,100.0,47.794040993678934,98.14556349095116,300.0
2.17,100.0,47.391642938921805,96.56013623231038,300.0
2.56,100.0,47.001530587464444,95.05225674338229,300.0
2.95,100.0,46.622841016449776,93.61474475769086,300.0
3.34,100.0,46.254810176458854,92.24140732401143,300.0
3.73,100.0,45.89675749948735,90.92686151081901,300.0
4.12,100.0,45.54807347513489,89.66639577644366,300.0
4.51,100.0,45.20820952235888,88.45586021309839,300.0
4.9,100.0,44.876669749755095,87.29157804398466,300.0
5.29,100.0,44.55300366045155,86.17027709982128,300.0
5.68,100.0,44.23680097284502,85.08902782520839,300.0
6.07,100.0,43.92768634040534,84.04519821519128,300.0
6.46,100.0,43.625315337918735,83.03641342897915,300.0
6.8500000000000005,100.0,43.32937095265702,82.06052265522736,300.0
7.24,100.0,43.03956056641081,81.11557119541723,300.0
7.63,100.0,42.75561337091016,80.1997768581119,300.0
8.02,100.0,42.477278104919385,79.3115098131616,300.0
8.41,100.0,42.20432110840233,78.44927538019459,300.0
8.8,100.0,41.93652461672961,77.61169920723728,300.0
9.19,100.0,41.67368524718288,76.79751443430149,300.0
9.58,100.0,41.41561269563238,76.00555058467597,300.0
9.97,100.0,41.16212855685438,75.23472383843142,300.0
10.36,100.0,40.913065295407165,74.48402854707359,300.0
10.75,100.0,40.668265323639275,73.7525297624676,300.0
11.14,100.0,40.42758017857171,73.03935665122066,300.0
11.530000000000001,100.0,40.190869786164264,72.3436966704051,300.0
11.92,100.0,39.958001806335,71.66479040496776,300.0
12.31,100.0,39.72885102626397,71.00192694968251,300.0
12.700000000000001,100.0,39.503298838346204,70.35443982159025,300.0
13.09,100.0,39.28123274448154,69.7217032685027,300.0
13.48,100.0,39.06254592502825,69.10312898177648,300.0
13.870000000000001,100.0,38.847136832809056,68.49816312026445,300.0
14.26,100.0,38.63490883169903,67.90628363689558,300.0
14.65,100.0,38.4257698682997,67.32699786571897,300.0
15.040000000000001,100.0,38.21963216329129,66.75984032462999,300.0
15.43,100.0,38.01641194071891,66.20437073680678,300.0
15.82,100.0,37.816029166383174,65.66017221549575,300.0
16.21,100.0,37.61840732069594,65.1268496261445,300.0
16.6,100.0,37.42347317915417,64.60402807911301,300.0
16.990000000000002,100.0,37.23115661567645,64.09135155777899,300.0
17.38,100.0,37.04139041974099,63.588481662918696,300.0
17.77,100.0,36.8541101282312,63.095096458583626,300.0
18.16,100.0,36.669253865183705,62.61088941000676,300.0
18.55,100.0,36.486762201298234,62.13556841373743,300.0
18.94,100.0,36.30657801572678,61.66885489510679,300.0
19.330000000000002,100.0,36.12864637292448,61.21048298251505,300.0
19.72,100.0,35.952914404659396,60.760198739708265,300.0
20.11,100.0,35.77933120251772,60.31775945952131,300.0
20.5,100.0,35.60784771598572,59.88293300668827,300.0
20.89,100.0,35.438416657951926,59.45549720984526,300.0
21.28,100.0,35.27099241662982,59.03523929660781,300.0
21.67,100.0,35.10553097354408,58.62195536922442,300.0
22.060000000000002,100.0,34.941989823935025,58.21544991466986,300.0
22.45,100.0,34.78032790610467,57.815535350636196,300.0
22.84,100.0,34.62050553297548,57.42203160105982,300.0
23.23,100.0,34.46248432708611,57.034765698738454,300.0
23.62,100.0,34.30622716161603,56.653571416748704,300.0
24.01,100.0,34.15169810231847,56.27828892134616,300.0
24.400000000000002,100.0,33.99886235584955,55.9087644473898,300.0
24.79,100.0,33.84768621821745,55.54484999578707,300.0
25.18,100.0,33.698137027817594,55.18640304741841,300.0
25.57,100.0,33.550183120952944,54.83328629734988,300.0
25.96,100.0,33.40379378798344,54.48536740132242,300.0
26.35,100.0,33.258939235873946,54.14251874250239,300.0
26.740000000000002,100.0,33.11559054823637,53.8046172068214,300.0
27.130000000000003,100.0,32.973719650349906,53.47154397566819,300.0
27.52,100.0,32.833299275338746,53.1431843279374,300.0
27.91,100.0,32.6943029305244,52.819427452926924,300.0
28.3,100.0,32.556704869535665,52.50016627804003,300.0
28.69,100.0,32.42048006088618,52.185297300261375,300.0
29.080000000000002,100.0,32.285604161425425,51.87472043112131,300.0
29.470000000000002,100.0,32.15205349041451,51.56833884834806,300.0
29.86,100.0,32.01980500348064,51.26605885516481,300.0
30.25,100.0,31.888836270542463,50.96778974939594,300.0
30.64,100.0,31.75912545192336,50.67344369627888,300.0
31.03,100.0,31.630651277140895,50.38293560977435,300.0
31.42,100.0,31.50339302474736,50.09618304028418,300.0
31.810000000000002,100.0,31.3773305025002,49.81310606665245,300.0
32.2,100.0,31.252444028769915,49.53362719524104,300.0
32.59,100.0,31.12871441486001,49.257671262597896,300.0
32.980000000000004,100.0,31.006122947730432,48.985165344060604,300.0
33.370000000000005,100.0,30.88465137383745,48.71603866558922,300.0
33.76,100.0,30.764281883666882,48.45022252148065,300.0
34.15,100.0,30.644997096856166,48.187650194906425,300.0
34.54,100.0,30.526780047796038,47.92825688233511,300.0
34.93,100.0,30.409614171970738,47.671979621219144,300.0
35.32,100.0,30.293483293556136,47.418757223005784,300.0
35.71,100.0,30.178371612036248,47.168530206087034,300.0
36.1,100.0,30.064263690544795,46.92124073414859,300.0
36.49,100.0,29.95114444446221,46.67683255668207,300.0
36.88,100.0,29.83899913065194,46.43525095226616,300.0
37.27,100.0,29.72781333608038,46.19644267364138,300.0
37.660000000000004,100.0,29.617572968237983,45.96035589605132,300.0
38.050000000000004,100.0,29.508264245530768,45.726940167980906,300.0
38.44,100.0,29.39987368710397,45.496146362562435,300.0
38.83,100.0,29.292388104914863,45.26792663362245,300.0
39.22,100.0,29.185794593947882,45.0422343705332,300.0
39.61,100.0,29.08008052475006,44.819024157538934,300.0
40.0,100.0,28.975233534905236,44.59825173336904,300.0
,,,,
